Row ID,Order ID,Order Date,On Truck Scan Date,Ship Mode
6618,CA-2019-123512,17/6/2019,19/06/2019,Express
7532,CA-2019-107146,17/6/2019,19/06/2019,Express
7533,CA-2019-107146,17/6/2019,19/06/2019,Express
3,CA-2019-138688,12/6/2019,19/06/2019,Standard Processing
8717,CA-2019-120824,12/6/2019,19/06/2019,Standard Processing
8718,CA-2019-120824,12/6/2019,19/06/2019,Standard Processing
8719,CA-2019-120824,12/6/2019,19/06/2019,Standard Processing
8720,CA-2019-120824,12/6/2019,19/06/2019,Standard Processing
8721,CA-2019-120824,12/6/2019,19/06/2019,Standard Processing
8722,CA-2019-120824,12/6/2019,19/06/2019,Standard Processing
8723,CA-2019-120824,12/6/2019,19/06/2019,Standard Processing
3662,CA-2019-155005,13/6/2019,19/06/2019,Standard Processing
6594,CA-2019-126795,13/6/2019,19/06/2019,Standard Processing
1927,US-2019-139710,9/6/2019,19/06/2019,Standard Processing
5468,CA-2019-122448,9/6/2019,19/06/2019,Standard Processing
6047,CA-2019-154662,9/6/2019,19/06/2019,Standard Processing
557,CA-2019-113243,10/6/2019,19/06/2019,Standard Processing
558,CA-2019-113243,10/6/2019,19/06/2019,Standard Processing
559,CA-2019-113243,10/6/2019,19/06/2019,Standard Processing
2428,CA-2019-169922,11/6/2019,19/06/2019,Standard Processing
2429,CA-2019-169922,11/6/2019,19/06/2019,Standard Processing
2430,CA-2019-169922,11/6/2019,19/06/2019,Standard Processing
5668,CA-2019-142405,11/6/2019,19/06/2019,Standard Processing
5669,CA-2019-142405,11/6/2019,19/06/2019,Standard Processing
5670,CA-2019-142405,11/6/2019,19/06/2019,Standard Processing
8370,CA-2019-118745,11/6/2019,19/06/2019,Standard Processing
2903,CA-2019-164035,12/6/2019,19/06/2019,Standard Processing
7148,CA-2019-139941,12/6/2019,19/06/2019,Standard Processing
7149,CA-2019-139941,12/6/2019,19/06/2019,Standard Processing
8224,CA-2019-104633,12/6/2019,19/06/2019,Standard Processing
8225,CA-2019-104633,12/6/2019,19/06/2019,Standard Processing
4142,CA-2019-136287,13/6/2019,19/06/2019,Standard Processing
9060,CA-2019-132304,14/6/2019,19/06/2019,Standard Processing
6050,CA-2019-152765,15/6/2019,21/06/2019,Express
6849,US-2019-163461,18/6/2019,21/06/2019,Express
941,CA-2019-105760,19/6/2019,21/06/2019,Express
1307,CA-2019-141397,20/6/2019,21/06/2019,Express
1308,CA-2019-141397,20/6/2019,21/06/2019,Express
1309,CA-2019-141397,20/6/2019,21/06/2019,Express
1310,CA-2019-141397,20/6/2019,21/06/2019,Express
1311,CA-2019-141397,20/6/2019,21/06/2019,Express
4179,CA-2019-148593,16/6/2019,21/06/2019,Standard Processing
9456,CA-2019-140977,16/6/2019,21/06/2019,Standard Processing
3537,CA-2019-145842,17/6/2019,21/06/2019,Standard Processing
9548,CA-2019-131744,18/6/2019,21/06/2019,Standard Processing
9549,CA-2019-131744,18/6/2019,21/06/2019,Standard Processing
9550,CA-2019-131744,18/6/2019,21/06/2019,Standard Processing
7880,CA-2019-155747,14/6/2019,24/06/2019,Standard Processing
8260,CA-2019-118101,26/6/2019,26/06/2019,Express
8261,CA-2019-118101,26/6/2019,26/06/2019,Express
8262,CA-2019-118101,26/6/2019,26/06/2019,Express
8687,CA-2019-144015,26/6/2019,26/06/2019,Express
8688,CA-2019-144015,26/6/2019,26/06/2019,Express
8689,CA-2019-144015,26/6/2019,26/06/2019,Express
851,CA-2019-152534,20/6/2019,26/06/2019,Standard Processing
852,CA-2019-152534,20/6/2019,26/06/2019,Standard Processing
9744,CA-2019-137127,16/6/2019,26/06/2019,Standard Processing
1552,CA-2019-159345,17/6/2019,26/06/2019,Standard Processing
7744,CA-2019-133613,17/6/2019,26/06/2019,Standard Processing
7745,CA-2019-133613,17/6/2019,26/06/2019,Standard Processing
7746,CA-2019-133613,17/6/2019,26/06/2019,Standard Processing
9604,CA-2019-129861,17/6/2019,26/06/2019,Standard Processing
48,CA-2019-169194,20/6/2019,26/06/2019,Standard Processing
49,CA-2019-169194,20/6/2019,26/06/2019,Standard Processing
934,CA-2019-140081,20/6/2019,26/06/2019,Standard Processing
935,CA-2019-140081,20/6/2019,26/06/2019,Standard Processing
936,CA-2019-140081,20/6/2019,26/06/2019,Standard Processing
937,CA-2019-140081,20/6/2019,26/06/2019,Standard Processing
7287,CA-2019-149965,20/6/2019,26/06/2019,Standard Processing
7288,CA-2019-149965,20/6/2019,26/06/2019,Standard Processing
8659,CA-2019-168361,21/6/2019,26/06/2019,Standard Processing
4307,CA-2019-161095,28/6/2019,28/06/2019,Express
4308,CA-2019-161095,28/6/2019,28/06/2019,Express
6928,CA-2019-140382,23/6/2019,28/06/2019,Standard Processing
6929,CA-2019-140382,23/6/2019,28/06/2019,Standard Processing
6930,CA-2019-140382,23/6/2019,28/06/2019,Standard Processing
6931,CA-2019-140382,23/6/2019,28/06/2019,Standard Processing
9166,CA-2019-100300,24/6/2019,28/06/2019,Standard Processing
9167,CA-2019-100300,24/6/2019,28/06/2019,Standard Processing
9168,CA-2019-100300,24/6/2019,28/06/2019,Standard Processing
7426,CA-2019-101693,25/6/2019,28/06/2019,Standard Processing
7427,CA-2019-101693,25/6/2019,28/06/2019,Standard Processing
1945,CA-2019-108581,20/6/2019,28/06/2019,Standard Processing
1946,CA-2019-108581,20/6/2019,28/06/2019,Standard Processing
5226,CA-2019-119865,21/6/2019,28/06/2019,Standard Processing
5227,CA-2019-119865,21/6/2019,28/06/2019,Standard Processing
5228,CA-2019-119865,21/6/2019,28/06/2019,Standard Processing
4173,CA-2019-152163,1/7/2019,01/07/2019,Express
4174,CA-2019-152163,1/7/2019,01/07/2019,Express
4175,CA-2019-152163,1/7/2019,01/07/2019,Express
8905,US-2019-126431,1/7/2019,01/07/2019,Express
8906,US-2019-126431,1/7/2019,01/07/2019,Express
8907,US-2019-126431,1/7/2019,01/07/2019,Express
7019,US-2019-154256,23/6/2019,01/07/2019,Standard Processing
4704,CA-2019-166240,24/6/2019,01/07/2019,Standard Processing
7473,CA-2019-139997,1/7/2019,03/07/2019,Express
9753,US-2019-158680,1/7/2019,03/07/2019,Express
8777,CA-2019-102813,2/7/2019,03/07/2019,Express
8778,CA-2019-102813,2/7/2019,03/07/2019,Express
9773,CA-2019-104983,3/7/2019,03/07/2019,Express
1694,US-2019-158708,26/6/2019,03/07/2019,Standard Processing
6149,CA-2019-161928,27/6/2019,03/07/2019,Standard Processing
3922,CA-2019-110044,28/6/2019,03/07/2019,Standard Processing
6751,CA-2019-154767,28/6/2019,03/07/2019,Standard Processing
6752,CA-2019-154767,28/6/2019,03/07/2019,Standard Processing
6753,CA-2019-154767,28/6/2019,03/07/2019,Standard Processing
6754,CA-2019-154767,28/6/2019,03/07/2019,Standard Processing
6755,CA-2019-154767,28/6/2019,03/07/2019,Standard Processing
2085,CA-2019-140501,23/6/2019,03/07/2019,Standard Processing
2086,CA-2019-140501,23/6/2019,03/07/2019,Standard Processing
2087,CA-2019-140501,23/6/2019,03/07/2019,Standard Processing
2088,CA-2019-140501,23/6/2019,03/07/2019,Standard Processing
2089,CA-2019-140501,23/6/2019,03/07/2019,Standard Processing
3944,US-2019-142685,23/6/2019,03/07/2019,Standard Processing
3529,CA-2019-130680,24/6/2019,03/07/2019,Standard Processing
4688,CA-2019-101987,24/6/2019,03/07/2019,Standard Processing
2146,US-2019-152051,25/6/2019,03/07/2019,Standard Processing
2147,US-2019-152051,25/6/2019,03/07/2019,Standard Processing
2148,US-2019-152051,25/6/2019,03/07/2019,Standard Processing
2191,CA-2019-118913,25/6/2019,03/07/2019,Standard Processing
480,CA-2019-100790,26/6/2019,03/07/2019,Standard Processing
481,CA-2019-100790,26/6/2019,03/07/2019,Standard Processing
6506,CA-2019-152331,26/6/2019,03/07/2019,Standard Processing
9025,CA-2019-102127,26/6/2019,03/07/2019,Standard Processing
9026,CA-2019-102127,26/6/2019,03/07/2019,Standard Processing
9027,CA-2019-102127,26/6/2019,03/07/2019,Standard Processing
2904,CA-2019-153577,27/6/2019,03/07/2019,Standard Processing
2905,CA-2019-153577,27/6/2019,03/07/2019,Standard Processing
5936,CA-2019-103107,4/7/2019,05/07/2019,Express
5937,CA-2019-103107,4/7/2019,05/07/2019,Express
5938,CA-2019-103107,4/7/2019,05/07/2019,Express
8231,CA-2019-162355,30/6/2019,05/07/2019,Standard Processing
8232,CA-2019-162355,30/6/2019,05/07/2019,Standard Processing
8882,CA-2019-135594,30/6/2019,05/07/2019,Standard Processing
1286,CA-2019-119445,26/6/2019,05/07/2019,Standard Processing
3957,CA-2019-114951,26/6/2019,05/07/2019,Standard Processing
9774,CA-2019-160234,26/6/2019,05/07/2019,Standard Processing
3565,CA-2019-130029,3/7/2019,08/07/2019,Express
3566,CA-2019-130029,3/7/2019,08/07/2019,Express
4452,CA-2019-147137,4/7/2019,08/07/2019,Express
4453,CA-2019-147137,4/7/2019,08/07/2019,Express
4454,CA-2019-147137,4/7/2019,08/07/2019,Express
4455,CA-2019-147137,4/7/2019,08/07/2019,Express
3815,CA-2019-152471,8/7/2019,08/07/2019,Express
3816,CA-2019-152471,8/7/2019,08/07/2019,Express
1901,CA-2019-140543,29/6/2019,08/07/2019,Standard Processing
7238,CA-2019-164924,10/7/2019,10/07/2019,Express
1159,CA-2019-149314,2/7/2019,10/07/2019,Standard Processing
8337,CA-2019-101469,2/7/2019,10/07/2019,Standard Processing
8049,CA-2019-168543,3/7/2019,10/07/2019,Standard Processing
4823,CA-2019-134222,10/7/2019,12/07/2019,Express
3983,CA-2019-135265,7/7/2019,12/07/2019,Standard Processing
3984,CA-2019-135265,7/7/2019,12/07/2019,Standard Processing
3985,CA-2019-135265,7/7/2019,12/07/2019,Standard Processing
1923,CA-2019-156685,8/7/2019,12/07/2019,Standard Processing
1924,CA-2019-156685,8/7/2019,12/07/2019,Standard Processing
2187,CA-2019-101378,14/7/2019,15/07/2019,Express
2372,CA-2019-159940,7/7/2019,15/07/2019,Standard Processing
2373,CA-2019-159940,7/7/2019,15/07/2019,Standard Processing
2374,CA-2019-159940,7/7/2019,15/07/2019,Standard Processing
2375,CA-2019-159940,7/7/2019,15/07/2019,Standard Processing
1799,CA-2019-100965,7/7/2019,15/07/2019,Standard Processing
1938,CA-2019-112109,8/7/2019,15/07/2019,Standard Processing
1939,CA-2019-112109,8/7/2019,15/07/2019,Standard Processing
1940,CA-2019-112109,8/7/2019,15/07/2019,Standard Processing
1941,CA-2019-112109,8/7/2019,15/07/2019,Standard Processing
7604,CA-2019-152520,8/7/2019,15/07/2019,Standard Processing
599,CA-2019-120180,14/7/2019,17/07/2019,Express
725,CA-2019-114713,7/7/2019,17/07/2019,Standard Processing
6524,CA-2019-129308,7/7/2019,17/07/2019,Standard Processing
6525,CA-2019-129308,7/7/2019,17/07/2019,Standard Processing
6526,CA-2019-129308,7/7/2019,17/07/2019,Standard Processing
6527,CA-2019-129308,7/7/2019,17/07/2019,Standard Processing
8797,CA-2019-106397,7/7/2019,17/07/2019,Standard Processing
8798,CA-2019-106397,7/7/2019,17/07/2019,Standard Processing
3255,CA-2019-155474,8/7/2019,17/07/2019,Standard Processing
3256,CA-2019-155474,8/7/2019,17/07/2019,Standard Processing
1412,CA-2019-136329,9/7/2019,17/07/2019,Standard Processing
1413,CA-2019-136329,9/7/2019,17/07/2019,Standard Processing
536,CA-2019-126613,10/7/2019,17/07/2019,Standard Processing
1733,US-2019-131149,10/7/2019,17/07/2019,Standard Processing
1734,US-2019-131149,10/7/2019,17/07/2019,Standard Processing
542,CA-2019-136924,14/7/2019,19/07/2019,Express
1306,CA-2019-101966,14/7/2019,19/07/2019,Standard Processing
3365,CA-2019-130050,16/7/2019,19/07/2019,Standard Processing
7278,CA-2019-157217,19/7/2019,22/07/2019,Express
7279,CA-2019-157217,19/7/2019,22/07/2019,Express
5664,CA-2019-141957,21/7/2019,22/07/2019,Express
5665,CA-2019-141957,21/7/2019,22/07/2019,Express
5666,CA-2019-141957,21/7/2019,22/07/2019,Express
5667,CA-2019-141957,21/7/2019,22/07/2019,Express
1207,CA-2019-137050,14/7/2019,22/07/2019,Standard Processing
1208,CA-2019-137050,14/7/2019,22/07/2019,Standard Processing
1209,CA-2019-137050,14/7/2019,22/07/2019,Standard Processing
1210,CA-2019-137050,14/7/2019,22/07/2019,Standard Processing
1211,CA-2019-137050,14/7/2019,22/07/2019,Standard Processing
1212,CA-2019-137050,14/7/2019,22/07/2019,Standard Processing
4682,CA-2019-169215,14/7/2019,22/07/2019,Standard Processing
6666,CA-2019-115483,14/7/2019,22/07/2019,Standard Processing
478,CA-2019-103891,12/7/2019,22/07/2019,Standard Processing
2154,CA-2019-117282,14/7/2019,22/07/2019,Standard Processing
7224,CA-2019-109953,14/7/2019,22/07/2019,Standard Processing
7225,CA-2019-109953,14/7/2019,22/07/2019,Standard Processing
7226,CA-2019-109953,14/7/2019,22/07/2019,Standard Processing
6963,CA-2019-157161,16/7/2019,24/07/2019,Standard Processing
6964,CA-2019-157161,16/7/2019,24/07/2019,Standard Processing
6965,CA-2019-157161,16/7/2019,24/07/2019,Standard Processing
6966,CA-2019-157161,16/7/2019,24/07/2019,Standard Processing
6967,CA-2019-157161,16/7/2019,24/07/2019,Standard Processing
6968,CA-2019-157161,16/7/2019,24/07/2019,Standard Processing
6274,US-2019-139087,17/7/2019,24/07/2019,Standard Processing
6275,US-2019-139087,17/7/2019,24/07/2019,Standard Processing
6276,US-2019-139087,17/7/2019,24/07/2019,Standard Processing
6277,US-2019-139087,17/7/2019,24/07/2019,Standard Processing
6278,US-2019-139087,17/7/2019,24/07/2019,Standard Processing
6279,US-2019-139087,17/7/2019,24/07/2019,Standard Processing
6280,US-2019-139087,17/7/2019,24/07/2019,Standard Processing
4730,CA-2019-124681,18/7/2019,24/07/2019,Standard Processing
6957,CA-2019-157588,14/7/2019,24/07/2019,Standard Processing
6958,CA-2019-157588,14/7/2019,24/07/2019,Standard Processing
2238,CA-2019-122322,15/7/2019,24/07/2019,Standard Processing
7932,US-2019-168095,15/7/2019,24/07/2019,Standard Processing
7933,US-2019-168095,15/7/2019,24/07/2019,Standard Processing
188,CA-2019-157000,16/7/2019,24/07/2019,Standard Processing
189,CA-2019-157000,16/7/2019,24/07/2019,Standard Processing
600,US-2019-100720,16/7/2019,24/07/2019,Standard Processing
601,US-2019-100720,16/7/2019,24/07/2019,Standard Processing
602,US-2019-100720,16/7/2019,24/07/2019,Standard Processing
43,CA-2019-101343,17/7/2019,24/07/2019,Standard Processing
2046,CA-2019-131835,17/7/2019,24/07/2019,Standard Processing
2047,CA-2019-131835,17/7/2019,24/07/2019,Standard Processing
2048,CA-2019-131835,17/7/2019,24/07/2019,Standard Processing
3108,CA-2019-121671,17/7/2019,24/07/2019,Standard Processing
3109,CA-2019-121671,17/7/2019,24/07/2019,Standard Processing
3110,CA-2019-121671,17/7/2019,24/07/2019,Standard Processing
3111,CA-2019-121671,17/7/2019,24/07/2019,Standard Processing
3112,CA-2019-121671,17/7/2019,24/07/2019,Standard Processing
7842,CA-2019-116603,17/7/2019,24/07/2019,Standard Processing
1842,CA-2019-157763,18/7/2019,24/07/2019,Standard Processing
3661,CA-2019-161676,18/7/2019,24/07/2019,Standard Processing
6848,CA-2019-162110,18/7/2019,24/07/2019,Standard Processing
8139,CA-2019-102561,18/7/2019,24/07/2019,Standard Processing
8140,CA-2019-102561,18/7/2019,24/07/2019,Standard Processing
8141,CA-2019-102561,18/7/2019,24/07/2019,Standard Processing
8705,CA-2019-111318,23/7/2019,26/07/2019,Express
8741,CA-2019-102498,24/7/2019,26/07/2019,Express
5244,CA-2019-149454,25/7/2019,26/07/2019,Express
8309,CA-2019-149335,25/7/2019,26/07/2019,Express
7987,CA-2019-137939,20/7/2019,26/07/2019,Standard Processing
2071,CA-2019-146521,21/7/2019,26/07/2019,Standard Processing
1117,CA-2019-144855,22/7/2019,26/07/2019,Standard Processing
1201,CA-2019-114727,18/7/2019,26/07/2019,Standard Processing
1202,CA-2019-114727,18/7/2019,26/07/2019,Standard Processing
1203,CA-2019-114727,18/7/2019,26/07/2019,Standard Processing
1204,CA-2019-114727,18/7/2019,26/07/2019,Standard Processing
1205,CA-2019-114727,18/7/2019,26/07/2019,Standard Processing
5985,CA-2019-163776,19/7/2019,26/07/2019,Standard Processing
5986,CA-2019-163776,19/7/2019,26/07/2019,Standard Processing
5987,CA-2019-163776,19/7/2019,26/07/2019,Standard Processing
5988,CA-2019-163776,19/7/2019,26/07/2019,Standard Processing
5989,CA-2019-163776,19/7/2019,26/07/2019,Standard Processing
5990,CA-2019-163776,19/7/2019,26/07/2019,Standard Processing
1987,CA-2019-147417,25/7/2019,29/07/2019,Express
6762,CA-2019-162943,24/7/2019,29/07/2019,Standard Processing
4441,US-2019-111290,22/7/2019,29/07/2019,Standard Processing
4442,US-2019-111290,22/7/2019,29/07/2019,Standard Processing
4443,US-2019-111290,22/7/2019,29/07/2019,Standard Processing
4444,US-2019-111290,22/7/2019,29/07/2019,Standard Processing
8757,CA-2019-114307,22/7/2019,29/07/2019,Standard Processing
8758,CA-2019-114307,22/7/2019,29/07/2019,Standard Processing
8759,CA-2019-114307,22/7/2019,29/07/2019,Standard Processing
8760,CA-2019-114307,22/7/2019,29/07/2019,Standard Processing
8632,CA-2019-107783,28/7/2019,31/07/2019,Express
8633,CA-2019-107783,28/7/2019,31/07/2019,Express
8634,CA-2019-107783,28/7/2019,31/07/2019,Express
4879,US-2019-131891,29/7/2019,31/07/2019,Express
2156,CA-2019-111115,25/7/2019,31/07/2019,Standard Processing
9891,US-2019-115441,25/7/2019,31/07/2019,Standard Processing
9892,US-2019-115441,25/7/2019,31/07/2019,Standard Processing
9893,US-2019-115441,25/7/2019,31/07/2019,Standard Processing
9894,US-2019-115441,25/7/2019,31/07/2019,Standard Processing
9895,US-2019-115441,25/7/2019,31/07/2019,Standard Processing
5833,CA-2019-142895,21/7/2019,31/07/2019,Standard Processing
5834,CA-2019-142895,21/7/2019,31/07/2019,Standard Processing
6560,CA-2019-160941,21/7/2019,31/07/2019,Standard Processing
6561,CA-2019-160941,21/7/2019,31/07/2019,Standard Processing
1527,CA-2019-122392,22/7/2019,31/07/2019,Standard Processing
1528,CA-2019-122392,22/7/2019,31/07/2019,Standard Processing
5453,CA-2019-140613,22/7/2019,31/07/2019,Standard Processing
834,CA-2019-165316,23/7/2019,31/07/2019,Standard Processing
835,CA-2019-165316,23/7/2019,31/07/2019,Standard Processing
836,CA-2019-165316,23/7/2019,31/07/2019,Standard Processing
4237,CA-2019-162404,23/7/2019,31/07/2019,Standard Processing
7072,CA-2019-112256,23/7/2019,31/07/2019,Standard Processing
7073,CA-2019-112256,23/7/2019,31/07/2019,Standard Processing
7074,CA-2019-112256,23/7/2019,31/07/2019,Standard Processing
7075,CA-2019-112256,23/7/2019,31/07/2019,Standard Processing
7076,CA-2019-112256,23/7/2019,31/07/2019,Standard Processing
3010,CA-2019-115525,25/7/2019,31/07/2019,Standard Processing
3106,CA-2019-103037,25/7/2019,31/07/2019,Standard Processing
3579,CA-2019-104157,25/7/2019,31/07/2019,Standard Processing
3580,CA-2019-104157,25/7/2019,31/07/2019,Standard Processing
3581,CA-2019-104157,25/7/2019,31/07/2019,Standard Processing
5446,CA-2019-128307,25/7/2019,31/07/2019,Standard Processing
7908,CA-2019-112585,30/7/2019,02/08/2019,Express
7770,CA-2019-155978,1/8/2019,02/08/2019,Express
7771,CA-2019-155978,1/8/2019,02/08/2019,Express
497,CA-2019-126158,25/7/2019,02/08/2019,Standard Processing
498,CA-2019-126158,25/7/2019,02/08/2019,Standard Processing
499,CA-2019-126158,25/7/2019,02/08/2019,Standard Processing
500,CA-2019-126158,25/7/2019,02/08/2019,Standard Processing
9592,US-2019-105452,28/7/2019,05/08/2019,Standard Processing
9593,US-2019-105452,28/7/2019,05/08/2019,Standard Processing
3445,CA-2019-116344,29/7/2019,05/08/2019,Standard Processing
2688,US-2019-128195,4/8/2019,07/08/2019,Express
3447,CA-2019-158869,6/8/2019,07/08/2019,Express
7102,CA-2019-144337,1/8/2019,07/08/2019,Standard Processing
9155,CA-2019-132990,1/8/2019,07/08/2019,Standard Processing
5245,CA-2019-156265,2/8/2019,07/08/2019,Standard Processing
5246,CA-2019-156265,2/8/2019,07/08/2019,Standard Processing
5247,CA-2019-156265,2/8/2019,07/08/2019,Standard Processing
5679,CA-2019-143924,28/7/2019,07/08/2019,Standard Processing
5680,CA-2019-143924,28/7/2019,07/08/2019,Standard Processing
6927,CA-2019-140046,28/7/2019,07/08/2019,Standard Processing
8649,CA-2019-164574,29/7/2019,07/08/2019,Standard Processing
8650,CA-2019-164574,29/7/2019,07/08/2019,Standard Processing
2174,CA-2019-112025,30/7/2019,07/08/2019,Standard Processing
7455,CA-2019-137743,30/7/2019,07/08/2019,Standard Processing
7456,CA-2019-137743,30/7/2019,07/08/2019,Standard Processing
4672,CA-2019-133550,31/7/2019,07/08/2019,Standard Processing
4673,CA-2019-133550,31/7/2019,07/08/2019,Standard Processing
4674,CA-2019-133550,31/7/2019,07/08/2019,Standard Processing
4675,CA-2019-133550,31/7/2019,07/08/2019,Standard Processing
8168,CA-2019-144148,31/7/2019,07/08/2019,Standard Processing
6158,CA-2019-104150,3/8/2019,09/08/2019,Standard Processing
6159,CA-2019-104150,3/8/2019,09/08/2019,Standard Processing
4086,CA-2019-111913,4/8/2019,09/08/2019,Standard Processing
4087,CA-2019-111913,4/8/2019,09/08/2019,Standard Processing
4088,CA-2019-111913,4/8/2019,09/08/2019,Standard Processing
3517,US-2019-113649,9/8/2019,12/08/2019,Express
3518,US-2019-113649,9/8/2019,12/08/2019,Express
3519,US-2019-113649,9/8/2019,12/08/2019,Express
1087,CA-2019-167584,12/8/2019,12/08/2019,Express
1764,CA-2019-110254,4/8/2019,12/08/2019,Standard Processing
1765,CA-2019-110254,4/8/2019,12/08/2019,Standard Processing
1766,CA-2019-110254,4/8/2019,12/08/2019,Standard Processing
1767,CA-2019-110254,4/8/2019,12/08/2019,Standard Processing
6021,US-2019-156692,13/8/2019,14/08/2019,Express
6022,US-2019-156692,13/8/2019,14/08/2019,Express
1800,CA-2019-121034,8/8/2019,14/08/2019,Standard Processing
1801,CA-2019-121034,8/8/2019,14/08/2019,Standard Processing
9490,US-2019-102232,5/8/2019,14/08/2019,Standard Processing
5943,CA-2019-151092,6/8/2019,14/08/2019,Standard Processing
9511,CA-2019-105263,6/8/2019,14/08/2019,Standard Processing
6583,CA-2019-148516,7/8/2019,14/08/2019,Standard Processing
3196,CA-2019-169026,8/8/2019,14/08/2019,Standard Processing
7925,CA-2019-125843,13/8/2019,16/08/2019,Express
7926,CA-2019-125843,13/8/2019,16/08/2019,Express
7049,CA-2019-119515,14/8/2019,16/08/2019,Express
2573,CA-2019-155845,12/8/2019,16/08/2019,Standard Processing
9717,US-2019-144477,12/8/2019,16/08/2019,Standard Processing
3497,CA-2019-107328,8/8/2019,16/08/2019,Standard Processing
3498,CA-2019-107328,8/8/2019,16/08/2019,Standard Processing
3499,CA-2019-107328,8/8/2019,16/08/2019,Standard Processing
5257,CA-2019-130078,8/8/2019,16/08/2019,Standard Processing
9160,CA-2019-118934,9/8/2019,16/08/2019,Standard Processing
9161,CA-2019-118934,9/8/2019,16/08/2019,Standard Processing
6134,CA-2019-148096,16/8/2019,19/08/2019,Express
4646,CA-2019-143910,12/8/2019,19/08/2019,Standard Processing
8137,CA-2019-118073,12/8/2019,19/08/2019,Standard Processing
6056,CA-2019-113551,18/8/2019,21/08/2019,Express
6057,CA-2019-113551,18/8/2019,21/08/2019,Express
7096,CA-2019-101980,19/8/2019,21/08/2019,Express
7097,CA-2019-101980,19/8/2019,21/08/2019,Express
7098,CA-2019-101980,19/8/2019,21/08/2019,Express
9403,CA-2019-105459,12/8/2019,21/08/2019,Standard Processing
9404,CA-2019-105459,12/8/2019,21/08/2019,Standard Processing
1747,CA-2019-155670,13/8/2019,21/08/2019,Standard Processing
1748,CA-2019-155670,13/8/2019,21/08/2019,Standard Processing
3763,CA-2019-156251,13/8/2019,21/08/2019,Standard Processing
3764,CA-2019-156251,13/8/2019,21/08/2019,Standard Processing
1088,CA-2019-166163,15/8/2019,21/08/2019,Standard Processing
1089,CA-2019-166163,15/8/2019,21/08/2019,Standard Processing
2858,CA-2019-154690,15/8/2019,21/08/2019,Standard Processing
8306,CA-2019-128671,11/8/2019,21/08/2019,Standard Processing
8307,CA-2019-128671,11/8/2019,21/08/2019,Standard Processing
8308,CA-2019-128671,11/8/2019,21/08/2019,Standard Processing
8876,US-2019-141264,13/8/2019,21/08/2019,Standard Processing
8877,US-2019-141264,13/8/2019,21/08/2019,Standard Processing
5380,CA-2019-136021,14/8/2019,21/08/2019,Standard Processing
5381,CA-2019-136021,14/8/2019,21/08/2019,Standard Processing
8691,CA-2019-136770,14/8/2019,21/08/2019,Standard Processing
8692,CA-2019-136770,14/8/2019,21/08/2019,Standard Processing
8693,CA-2019-136770,14/8/2019,21/08/2019,Standard Processing
2555,CA-2019-118626,15/8/2019,21/08/2019,Standard Processing
2659,CA-2019-150343,16/8/2019,21/08/2019,Standard Processing
1902,CA-2019-151141,20/8/2019,23/08/2019,Express
9023,US-2019-141880,22/8/2019,23/08/2019,Express
9125,CA-2019-128916,18/8/2019,23/08/2019,Standard Processing
9126,CA-2019-128916,18/8/2019,23/08/2019,Standard Processing
637,US-2019-123470,15/8/2019,23/08/2019,Standard Processing
638,US-2019-123470,15/8/2019,23/08/2019,Standard Processing
8895,CA-2019-167241,15/8/2019,23/08/2019,Standard Processing
8896,CA-2019-167241,15/8/2019,23/08/2019,Standard Processing
8897,CA-2019-167241,15/8/2019,23/08/2019,Standard Processing
8898,CA-2019-167241,15/8/2019,23/08/2019,Standard Processing
7889,CA-2019-113117,16/8/2019,23/08/2019,Standard Processing
5630,US-2019-146066,21/8/2019,26/08/2019,Standard Processing
3350,US-2019-157308,17/8/2019,26/08/2019,Standard Processing
993,CA-2019-105585,26/8/2019,28/08/2019,Express
994,CA-2019-105585,26/8/2019,28/08/2019,Express
1463,CA-2019-152289,26/8/2019,28/08/2019,Express
1464,CA-2019-152289,26/8/2019,28/08/2019,Express
9586,CA-2019-160598,26/8/2019,28/08/2019,Express
803,CA-2019-136133,18/8/2019,28/08/2019,Standard Processing
8831,CA-2019-167983,21/8/2019,28/08/2019,Standard Processing
2956,CA-2019-153353,18/8/2019,28/08/2019,Standard Processing
5312,CA-2019-123414,21/8/2019,28/08/2019,Standard Processing
5313,CA-2019-123414,21/8/2019,28/08/2019,Standard Processing
9880,CA-2019-122581,21/8/2019,28/08/2019,Standard Processing
4107,US-2019-148334,22/8/2019,28/08/2019,Standard Processing
4900,CA-2019-130484,22/8/2019,28/08/2019,Standard Processing
7736,US-2019-106313,22/8/2019,28/08/2019,Standard Processing
5615,CA-2019-158001,23/8/2019,28/08/2019,Standard Processing
5616,CA-2019-158001,23/8/2019,28/08/2019,Standard Processing
5617,CA-2019-158001,23/8/2019,28/08/2019,Standard Processing
2857,CA-2019-128594,26/8/2019,30/08/2019,Express
8426,CA-2019-137652,28/8/2019,30/08/2019,Express
1870,CA-2019-148201,26/8/2019,30/08/2019,Standard Processing
4584,US-2019-100405,26/8/2019,30/08/2019,Standard Processing
5603,CA-2019-117919,27/8/2019,30/08/2019,Standard Processing
5604,CA-2019-117919,27/8/2019,30/08/2019,Standard Processing
6865,US-2019-126452,21/8/2019,30/08/2019,Standard Processing
6866,US-2019-126452,21/8/2019,30/08/2019,Standard Processing
6867,US-2019-126452,21/8/2019,30/08/2019,Standard Processing
6868,US-2019-126452,21/8/2019,30/08/2019,Standard Processing
6869,US-2019-126452,21/8/2019,30/08/2019,Standard Processing
